laneid,s_offset,e_offset,lon,lat,e_spdlmt
2392286372871275267,0,10,120.063319,29.405995,120
2392365073852023040,0,19,121.609709,29.940809,80
2392365073852023041,0,19,121.609709,29.940809,80
2392365073852023042,0,19,121.609708,29.940844,80
2392365073852023043,0,19,121.609707,29.940878,80
2392365073852023044,0,19,121.609706,29.940911,80
2392365073852023296,0,31,121.609898,29.940801,80
2392365073852023297,0,30,121.609898,29.940813,80
2392365073852023298,0,31,121.609898,29.940849,80
2392365073852023299,0,31,121.609897,29.940882,80
2392365073852023300,0,31,121.609897,29.940915,80
2382399959451315713,0,32,111.860390,21.896371,120
2382399959451315714,0,32,111.860399,21.896336,120
2382399959451315715,0,32,111.860408,21.896303,120
2382399959451315716,0,32,111.860417,21.896270,120
2382399959451315717,0,32,111.860426,21.896236,120
2382399959451315969,0,66,111.860098,21.896303,120
2382399959451315970,0,66,111.860108,21.896268,120
2382399959451315971,0,66,111.860115,21.896233,120
2382399959451315972,0,66,111.860122,21.896200,120
2382399959451315973,0,66,111.860130,21.896167,120
2392124727482144769,0,106,112.732458,31.826124,100
2392124727482144770,0,107,112.732423,31.826144,100
2392124727482144771,0,107,112.732389,31.826164,100
2392124727482145025,0,3,112.733089,31.826910,100
2392124727482145026,0,3,112.733059,31.826934,100
2392124727482145027,0,3,112.733028,31.826959,100
2392124727482145281,0,26,112.733104,31.826928,100
2392124727482145282,0,25,112.733074,31.826953,100
2392124727482145283,0,24,112.733042,31.826976,100
2392315995260715265,0,9,120.358845,30.206693,120
2392315995260715266,0,10,120.358879,30.206679,120
2392315995260715267,0,10,120.358915,30.206664,120
2392315995260715268,0,11,120.358951,30.206650,120
2392315995260715269,0,11,120.358986,30.206635,120
2392315995260715270,0,11,120.359022,30.206621,120
2392315995260715521,0,12,120.358815,30.206618,120
2392315995260715522,0,12,120.358833,30.206608,120
2392315995260715523,0,12,120.358872,30.206586,120
2392315995260715524,0,11,120.358906,30.206568,120
2392315995260715525,0,11,120.358940,30.206549,120
2392315995260715526,0,10,120.358974,30.206533,120
2392315995260720641,0,22,120.358775,30.206515,120
2392315995260720642,0,22,120.358823,30.206495,120
2392315995260720643,0,23,120.358859,30.206481,120
2392315995260720644,0,23,120.358895,30.206466,120
2392315995260720645,0,23,120.358930,30.206452,120
2392315995260720897,0,2,120.358685,30.206342,120
2392315995260720898,0,2,120.358727,30.206319,120
2392315995260720899,0,2,120.358761,30.206301,120
2392315995260720900,0,2,120.358795,30.206283,120
2392315995260720901,0,2,120.358828,30.206264,120
2392315995260721153,0,2,120.358680,30.206333,120
2392315995260721154,0,2,120.358722,30.206310,120
2392315995260721155,0,2,120.358756,30.206291,120
2392315995260721156,0,2,120.358789,30.206273,120
2392315995260721157,0,1,120.358823,30.206255,120
2392315995260721409,0,120,120.358675,30.206324,120
2392315995260721410,0,120,120.358717,30.206301,120
2392315995260721411,0,120,120.358751,30.206282,120
2392315995260721412,0,120,120.358784,30.206264,120
2392315995260721413,0,120,120.358819,30.206247,120
2392315995260721665,0,49,120.358133,30.205354,120
2392315995260721666,0,49,120.358171,30.205332,120
2392315995260721667,0,48,120.358205,30.205313,120
2392315995260721668,0,48,120.358238,30.205294,120
2392315995260721669,0,47,120.358271,30.205275,120
2388713771829841153,0,104,104.135171,30.773898,120
2388713771829841154,0,104,104.135171,30.773898,120
2388713771829841155,0,103,104.135152,30.773866,120
2388713771829841156,0,103,104.135135,30.773836,120
2388713771829841409,0,2,104.134225,30.774354,120
2388713771829841410,0,2,104.134210,30.774320,120
2388713771829841411,0,2,104.134195,30.774288,120
2388713771829841412,0,2,104.134181,30.774256,120
2388713771829841665,0,54,104.134215,30.774359,120
2388713771829841666,0,55,104.134200,30.774325,120
2388713771829841667,0,55,104.134185,30.774292,120
2388713771829841668,0,56,104.134171,30.774260,120
2388713771829841921,0,12,104.133724,30.774596,120
2388713771829841922,0,11,104.133694,30.774547,120
2388713771829841923,0,11,104.133694,30.774547,120
2388713771829841924,0,11,104.133676,30.774516,120
2388713771829841925,0,10,104.133658,30.774485,120
2388713771829842177,0,14,104.133623,30.774654,120
2388713771829842178,0,14,104.133602,30.774606,120
2388713771829842179,0,14,104.133595,30.774590,120
2388713771829842180,0,15,104.133581,30.774558,120
2388713771829842181,0,15,104.133566,30.774525,120
2388713767534857985,0,23,104.126390,30.777841,120
2388713767534857986,0,22,104.126370,30.777807,120
2388713767534857987,0,22,104.126351,30.777774,120
2388713767534857988,0,22,104.126333,30.777743,120
2388713767534857989,0,21,104.126315,30.777713,120
2388713767534858241,0,9,104.126175,30.777916,120
2388713767534858242,0,10,104.126156,30.777872,120
2388713767534858243,0,10,104.126151,30.777861,120
2388713767534858244,0,11,104.126137,30.777829,120
2388713767534858245,0,11,104.126123,30.777797,120
2388713767534861057,0,43,104.126089,30.777947,120
2388713767534861058,0,42,104.126062,30.777900,120
2388713767534861059,0,42,104.126044,30.777870,120
2388713767534861060,0,42,104.126026,30.777839,120
2388713767534861313,0,2,104.125691,30.778115,120
2388713767534861314,0,2,104.125672,30.778071,120
2388713767534861315,0,2,104.125658,30.778039,120
2388713767534861316,0,2,104.125644,30.778007,120
2392421501132353025,0,745,120.294579,31.624520,80
2392421501132353026,0,747,120.294615,31.624510,80
2392421501132353027,0,749,120.294650,31.624500,80
2392421492542476289,0,134,120.290851,31.618713,80
2392421492542476290,0,134,120.290878,31.618688,80
2392421492542476291,0,134,120.290902,31.618664,80
2392421492542477825,0,9,120.289919,31.617807,80
2392421492542477826,0,10,120.289947,31.617784,80
2392421492542477827,0,10,120.289974,31.617763,80
2392421492542478081,0,60,120.289857,31.617751,80
2392421492542478082,0,61,120.289881,31.617724,80
2392421492542478083,0,61,120.289904,31.617699,80
2392421492542478337,0,9,120.289415,31.617364,80
2392421492542478338,0,9,120.289438,31.617337,80
2392421492542478339,0,8,120.289461,31.617312,80
2392421492542478592,0,74,120.289375,31.617285,80
2392421492542478593,0,75,120.289401,31.617262,80
2392421492542478848,0,2,120.288810,31.616828,80
2392421492542478849,0,2,120.288832,31.616801,80
2392421492542479104,0,9,120.288799,31.616819,80
2392421492542479105,0,8,120.288821,31.616792,80
2392421492542468353,0,311,120.288734,31.616768,80
2392421492542468354,0,311,120.288759,31.616744,80
2392421492542468609,0,2,120.286350,31.614849,80
2392421492542468610,0,2,120.286374,31.614823,80
2392421492542468865,0,97,120.286341,31.614841,80
2392421492542468866,0,96,120.286365,31.614815,80
2392421492542455297,0,11,120.285658,31.614191,80
2392421492542455298,0,12,120.285692,31.614170,80
2392421492542455299,0,12,120.285723,31.614151,80
2392421492542455553,0,12,120.285592,31.614110,80
2392421492542455554,0,11,120.285621,31.614086,80
2392421492542455555,0,11,120.285650,31.614064,80
2392421492542460417,0,71,120.285524,31.614024,80
2392421492542460418,0,71,120.285555,31.614006,80
2392421492542460419,0,70,120.285587,31.613986,80
2392421492542455809,0,567,120.285163,31.613471,80
2392421492542455810,0,565,120.285198,31.613454,80
2392421492542456065,0,14,120.284137,31.608520,80
2392421492542456066,0,14,120.284175,31.608521,80
2392421492542456321,0,21,120.284140,31.608399,80
2392421492542456322,0,21,120.284178,31.608400,80
2393892179538897921,0,1725,116.937895,36.578650,90
2393892179538897922,0,1732,116.937936,36.578655,90
2393892179538897923,0,1739,116.937975,36.578660,90
2393892179538898177,0,13,116.929204,36.566078,90
2393892179538898178,0,12,116.929196,36.566036,90
2393892179538898179,0,12,116.929189,36.566002,90
2393892179538898433,0,10,116.929071,36.566099,90
2393892179538898434,0,10,116.929065,36.566053,90
2393892179538898435,0,10,116.929061,36.566018,90
2393892179538898689,0,12,116.928969,36.566116,90
2393892179538898690,0,12,116.928963,36.566066,90
2393892179538898691,0,12,116.928958,36.566031,90
2393892179538898945,0,18,116.928845,36.566138,90
2393892179538898946,0,18,116.928838,36.566081,90
2393892179538898947,0,19,116.928833,36.566047,90
